w,q2,cos_theta,phi,y,yerr
1.25,1.5,0.4,5.34071,0.212871,0.46138
1.25,1.5,0.4,5.65487,0.0580205,0.240874
1.25,1.5,0.6,0.314159,0.0134228,0.115857
1.25,1.5,0.6,0.628319,0.00856531,0.092549
1.25,1.5,0.6,2.19911,0.170455,0.412861
1.25,1.5,0.6,2.51327,0.0977597,0.312665
1.25,1.5,0.6,3.14159,0.109312,0.330623
1.25,1.5,0.6,3.45575,0.107649,0.328099
1.25,1.5,0.6,3.76991,0.112994,0.336146
1.25,1.5,0.6,4.08407,0.0810811,0.284747
1.25,1.5,0.6,4.39823,0.0431655,0.207763
1.25,1.5,0.8,0.628319,0.0116279,0.107833
1.25,1.5,0.8,1.88496,0.113889,0.337474
1.25,1.5,0.8,2.19911,0.0700525,0.264674
1.25,1.5,0.8,2.51327,0.0536332,0.231588
1.25,1.5,0.8,2.82743,0.190409,0.436359
1.25,1.5,0.8,3.45575,0.0242669,0.155778
1.25,1.5,0.8,3.76991,0.119221,0.345285
1.25,1.5,0.8,4.08407,0.0407938,0.201975
1.25,1.5,0.8,4.39823,0.0571762,0.239115
1.25,1.5,0.8,5.65487,0.0273159,0.165275
1.25,2,-0.8,2.19911,9,3
1.25,2,-0.6,0.628319,5,2.23607
1.25,2,-0.6,1.88496,37.5,6.12372
1.25,2,-0.6,2.51327,4,2
1.25,2,-0.6,3.14159,46,6.78233
1.25,2,-0.6,3.76991,22,4.69042
1.25,2,-0.6,4.39823,61.5,7.84219
1.25,2,-0.6,5.02655,7.32692,2.70683
1.25,2,-0.4,1.25664,369,19.2094
1.25,2,-0.4,1.5708,35.3256,5.94353
1.25,2,-0.4,1.88496,52.9655,7.27774
1.25,2,-0.4,2.19911,18.8571,4.34248
1.25,2,-0.4,2.51327,1.89474,1.37649
1.25,2,-0.4,3.45575,92,9.59166
1.25,2,-0.4,3.76991,11.6,3.40588
1.25,2,-0.4,4.39823,60.4,7.77174
1.25,2,-0.4,4.71239,22.9714,4.79285
1.25,2,-0.4,5.02655,50.0769,7.07651
1.25,2,-0.4,5.34071,115.333,10.7393
1.25,2,-0.2,0.942478,15.3,3.91152
1.25,2,-0.2,1.25664,22.1739,4.70892
1.25,2,-0.2,1.5708,147.333,12.1381
1.25,2,-0.2,1.88496,65.75,8.10864
1.25,2,-0.2,2.19911,61.2,7.82304
1.25,2,-0.2,2.51327,2.04706,1.43075
1.25,2,-0.2,2.82743,23.0769,4.80384
1.25,2,-0.2,3.45575,15.4074,3.92523
1.25,2,-0.2,4.08407,2.17647,1.47529
1.25,2,-0.2,4.39823,4.35714,2.08738
1.25,2,-0.2,4.71239,13.0588,3.6137
1.25,2,-0.2,5.02655,86.5,9.30054
1.25,2,-0.2,5.65487,5.1,2.25832
1.25,2,0,0.628319,2.09091,1.446
1.25,2,0,0.942478,3.54545,1.88294
1.25,2,0,1.25664,17.5962,4.19478
1.25,2,0,1.5708,60,7.74597
1.25,2,0,1.88496,30.3934,5.51302
1.25,2,0,2.19911,2.17582,1.47507
1.25,2,0,2.51327,1,1
1.25,2,0,2.82743,6.84,2.61534
1.25,2,0,3.14159,44.4,6.66333
1.25,2,0,3.45575,1.22222,1.10554
1.25,2,0,3.76991,1.10638,1.05185
1.25,2,0,4.08407,12.6154,3.55181
1.25,2,0,4.39823,0.899329,0.94833
1.25,2,0,4.71239,10.95,3.30908
1.25,2,0,5.02655,8.44828,2.90659
1.25,2,0,5.34071,9.92248,3.15
1.25,2,0,5.65487,2.85,1.68819
1.25,2,0,5.96903,1.19492,1.09312
1.25,2,0.2,0.628319,0.453333,0.6733
1.25,2,0.2,0.942478,5.94118,2.43745
1.25,2,0.2,1.25664,1.92366,1.38696
1.25,2,0.2,1.5708,6.01307,2.45216
1.25,2,0.2,1.88496,5.87755,2.42437
1.25,2,0.2,2.19911,1.45607,1.20668
1.25,2,0.2,2.51327,3.6962,1.92255
1.25,2,0.2,2.82743,8.11429,2.84856
1.25,2,0.2,3.14159,12.9906,3.60424
1.25,2,0.2,3.45575,2.48963,1.57786
1.25,2,0.2,3.76991,7.553,2.74827
1.25,2,0.2,4.08407,4.42718,2.10409
1.25,2,0.2,4.71239,4.44828,2.10909
1.25,2,0.2,5.02655,11.422,3.37965
1.25,2,0.2,5.34071,3.54762,1.88351
1.25,2,0.2,5.65487,5.5814,2.3625
1.25,2,0.4,1.25664,1.09506,1.04645
1.25,2,0.4,1.5708,1.10323,1.05035
1.25,2,0.4,1.88496,1.53846,1.24035
1.25,2,0.4,2.19911,0.395397,0.628806
1.25,2,0.4,2.51327,4.51527,2.12492
1.25,2,0.4,2.82743,5.38043,2.31958
1.25,2,0.4,3.14159,0.475862,0.689828
1.25,2,0.4,3.45575,2.03966,1.42817
1.25,2,0.4,3.76991,3.21763,1.79378
1.25,2,0.4,4.08407,3.20802,1.79109
1.25,2,0.4,4.39823,0.492278,0.701625
1.25,2,0.4,4.71239,0.598187,0.773426
1.25,2,0.4,5.02655,1.41985,1.19157
1.25,2,0.4,5.34071,0.774381,0.879989
1.25,2,0.4,5.65487,0.176471,0.420084
1.25,2,0.6,0.314159,0.0688438,0.262381
1.25,2,0.6,1.25664,0.0505226,0.224772
1.25,2,0.6,1.5708,0.113413,0.336769
1.25,2,0.6,1.88496,0.211997,0.460431
1.25,2,0.6,2.19911,1.08108,1.03975
1.25,2,0.6,2.51327,0.970138,0.984956
1.25,2,0.6,2.82743,1.29845,1.1395
1.25,2,0.6,3.14159,0.776978,0.881464
1.25,2,0.6,3.45575,2.20549,1.48509
1.25,2,0.6,3.76991,0.581301,0.762431
1.25,2,0.6,4.08407,1.2588,1.12196
1.25,2,0.6,4.39823,0.456578,0.675705
1.25,2,0.6,4.71239,0.301035,0.548666
1.25,2,0.6,5.02655,0.132743,0.36434
1.25,2,0.6,5.34071,0.078138,0.279532
1.25,2,0.6,5.65487,0.0140105,0.118366
1.25,2,0.6,5.96903,0.0197256,0.140448
1.25,2,0.8,0.314159,0.136196,0.369048
1.25,2,0.8,0.628319,0.152209,0.39014
1.25,2,0.8,0.942478,0.0964286,0.31053
1.25,2,0.8,1.25664,0.270204,0.519812
1.25,2,0.8,1.5708,0.0612245,0.247436
1.25,2,0.8,1.88496,1.40223,1.18416
1.25,2,0.8,2.19911,0.832347,0.912331
1.25,2,0.8,2.51327,0.708352,0.841637
1.25,2,0.8,2.82743,1.1291,1.06259
1.25,2,0.8,3.14159,0.908153,0.95297
1.25,2,0.8,3.45575,0.903258,0.950399
1.25,2,0.8,3.76991,0.744681,0.862949
1.25,2,0.8,4.08407,0.815507,0.903054
1.25,2,0.8,4.39823,1.19437,1.09287
1.25,2,0.8,4.71239,0.472074,0.687076
1.25,2,0.8,5.02655,0.24103,0.490948
1.25,2,0.8,5.34071,0.0982721,0.313484
1.25,2,0.8,5.65487,0.0505226,0.224772
1.25,2,0.8,5.96903,0.276065,0.525419
1.25,2.5,-0.4,2.82743,40,6.32456
1.25,2.5,-0.2,1.88496,101,10.0499
1.25,2.5,-0.2,2.51327,93,9.64365
1.25,2.5,-0.2,2.82743,31.5,5.61249
1.25,2.5,-0.2,3.76991,32.5,5.70088
1.25,2.5,-0.2,4.39823,53,7.28011
1.25,2.5,-0.2,4.71239,100,10
1.25,2.5,0,0.942478,62,7.87401
1.25,2.5,0,1.25664,1,1
1.25,2.5,0,1.5708,63.3333,7.95822
1.25,2.5,0,1.88496,567,23.8118
1.25,2.5,0,2.19911,158,12.5698
1.25,2.5,0,2.51327,21.375,4.62331
1.25,2.5,0,2.82743,75,8.66025
1.25,2.5,0,3.14159,16.6667,4.08248
1.25,2.5,0,3.45575,35.5,5.95819
1.25,2.5,0,3.76991,14.8571,3.8545
1.25,2.5,0,4.08407,32,5.65685
1.25,2.5,0,4.71239,259,16.0935
1.25,2.5,0,5.02655,360,18.9737
1.25,2.5,0,5.34071,38.5,6.20484
1.25,2.5,0,5.65487,183,13.5277
1.25,2.5,0,5.96903,1.625,1.27475
1.25,2.5,0.2,0.628319,1.84615,1.35873
1.25,2.5,0.2,0.942478,7.71429,2.77746
1.25,2.5,0.2,1.25664,6.93333,2.63312
1.25,2.5,0.2,1.5708,4.53659,2.12993
1.25,2.5,0.2,1.88496,15.2727,3.90803
1.25,2.5,0.2,2.19911,0.591304,0.768963
1.25,2.5,0.2,2.51327,8.25,2.87228
1.25,2.5,0.2,2.82743,12.375,3.51781
1.25,2.5,0.2,3.14159,1.61905,1.27242
1.25,2.5,0.2,3.45575,5.42857,2.32993
1.25,2.5,0.2,3.76991,2.54545,1.59545
1.25,2.5,0.2,4.08407,6.63158,2.57519
1.25,2.5,0.2,4.39823,1.90909,1.3817
1.25,2.5,0.2,4.71239,5.18182,2.27636
1.25,2.5,0.2,5.02655,18.76,4.33128
1.25,2.5,0.2,5.65487,13.6667,3.69685
1.25,2.5,0.4,0.314159,0.0666667,0.258199
1.25,2.5,0.4,1.25664,9.77778,3.12694
1.25,2.5,0.4,1.5708,0.414474,0.643796
1.25,2.5,0.4,1.88496,3.3253,1.82354
1.25,2.5,0.4,2.19911,5.10811,2.26011
1.25,2.5,0.4,2.51327,2.82946,1.6821
1.25,2.5,0.4,2.82743,4.04255,2.01061
1.25,2.5,0.4,3.14159,6.35714,2.52134
1.25,2.5,0.4,3.45575,1.625,1.27475
1.25,2.5,0.4,3.76991,5.10345,2.25908
1.25,2.5,0.4,4.08407,2.07317,1.43985
1.25,2.5,0.4,4.39823,0.852941,0.923548
1.25,2.5,0.4,4.71239,0.441379,0.664364
1.25,2.5,0.4,5.02655,3.07692,1.75412
1.25,2.5,0.4,5.34071,1.3913,1.17954
1.25,2.5,0.6,0.314159,0.116592,0.341456
1.25,2.5,0.6,0.628319,0.18107,0.425523
1.25,2.5,0.6,1.25664,0.163043,0.403786
1.25,2.5,0.6,1.5708,0.767857,0.876275
1.25,2.5,0.6,1.88496,1.9403,1.39295
1.25,2.5,0.6,2.51327,2.61538,1.61722
1.25,2.5,0.6,2.82743,1.46866,1.21188
1.25,2.5,0.6,3.14159,2.6087,1.61515
1.25,2.5,0.6,3.45575,1.26437,1.12444
1.25,2.5,0.6,3.76991,0.95122,0.975305
1.25,2.5,0.6,4.39823,1.82857,1.35225
1.25,2.5,0.6,4.71239,0.553957,0.744283
1.25,2.5,0.6,5.02655,0.231884,0.481543
1.25,2.5,0.6,5.34071,0.189024,0.434769
1.25,2.5,0.6,5.65487,0.156682,0.395831
1.25,2.5,0.8,0.314159,0.0795455,0.282038
1.25,2.5,0.8,0.942478,0.0793651,0.281718
1.25,2.5,0.8,1.25664,0.178517,0.422513
1.25,2.5,0.8,1.5708,0.556452,0.745957
1.25,2.5,0.8,1.88496,0.540373,0.7351
1.25,2.5,0.8,2.19911,0.689655,0.830455
1.25,2.5,0.8,2.51327,0.49361,0.702574
1.25,2.5,0.8,2.82743,0.424682,0.651677
1.25,2.5,0.8,3.45575,1.44279,1.20116
1.25,2.5,0.8,3.76991,0.603531,0.776873
1.25,2.5,0.8,4.08407,0.984749,0.992345
1.25,2.5,0.8,4.39823,0.670391,0.818774
1.25,2.5,0.8,4.71239,0.368889,0.607362
1.25,2.5,0.8,5.02655,0.092437,0.304034
1.25,2.5,0.8,5.34071,0.255009,0.504984
1.25,2.5,0.8,5.65487,0.476959,0.690622
1.25,3,0.2,0.628319,15,3.87298
1.25,3,0.2,1.5708,16,4
1.25,3,0.2,3.45575,7.8,2.79285
1.25,3,0.2,4.08407,87,9.32738
1.25,3,0.2,4.39823,13,3.60555
1.25,3,0.2,4.71239,1.44444,1.20185
1.25,3,0.2,5.65487,14,3.74166
1.25,3,0.4,0.314159,0.7,0.83666
1.25,3,0.4,0.942478,0.727273,0.852803
1.25,3,0.4,1.25664,4.875,2.20794
1.25,3,0.4,1.5708,3.5,1.87083
1.25,3,0.4,1.88496,38.6667,6.21825
1.25,3,0.4,2.51327,3.35294,1.8311
1.25,3,0.4,2.82743,12.5714,3.54562
1.25,3,0.4,3.45575,46,6.78233
1.25,3,0.4,3.76991,22.5,4.74342
1.25,3,0.4,4.39823,0.740741,0.860663
1.25,3,0.4,4.71239,11,3.31662
1.25,3,0.4,5.34071,2.5,1.58114
1.25,3,0.6,0.942478,0.30137,0.548972
1.25,3,0.6,2.19911,2.57812,1.60565
1.25,3,0.6,2.51327,6.17143,2.48424
1.25,3,0.6,2.82743,2.16456,1.47124
1.25,3,0.6,3.14159,2.97561,1.725
1.25,3,0.6,3.45575,8,2.82843
1.25,3,0.6,4.08407,1.25,1.11803
1.25,3,0.6,4.71239,0.43038,0.656033
1.25,3,0.6,5.65487,0.7,0.83666
1.25,3,0.8,0.314159,0.236025,0.485824
1.25,3,0.8,0.628319,0.16,0.4
1.25,3,0.8,0.942478,0.2,0.447214
1.25,3,0.8,1.5708,0.124555,0.352924
1.25,3,0.8,1.88496,0.763158,0.873589
1.25,3,0.8,2.19911,0.232068,0.481734
1.25,3,0.8,2.51327,0.448598,0.669775
1.25,3,0.8,2.82743,0.227437,0.476903
1.25,3,0.8,3.45575,1.61832,1.27213
1.25,3,0.8,3.76991,2.2973,1.51568
1.25,3,0.8,4.08407,2.18978,1.47979
1.25,3,0.8,4.39823,0.901961,0.949716
1.25,3,0.8,4.71239,0.496063,0.704317
1.25,3,0.8,5.02655,0.166667,0.408248
1.25,3,0.8,5.34071,0.264808,0.514595
1.25,3,0.8,5.65487,0.219298,0.468293
1.25,3,0.8,5.96903,0.387097,0.622171
1.275,1.5,-0.4,0.628319,2.4,1.54919
1.275,1.5,-0.4,2.51327,0.909091,0.953463
1.275,1.5,-0.4,3.14159,1.33333,1.1547
1.275,1.5,-0.4,5.34071,1,1
1.275,1.5,-0.2,1.5708,7.625,2.76134
1.275,1.5,-0.2,2.19911,3.22222,1.79505
1.275,1.5,-0.2,2.82743,14,3.74166
1.275,1.5,-0.2,3.45575,0.2,0.447214
1.275,1.5,-0.2,5.34071,2,1.41421
1.275,1.5,0,1.25664,1.14286,1.06904
1.275,1.5,0,1.88496,0.234483,0.484234
1.275,1.5,0.2,0.628319,0.310345,0.557086
1.275,1.5,0.2,1.5708,0.929577,0.964146
1.275,1.5,0.2,2.82743,1.52941,1.23669
1.275,1.5,0.2,3.45575,0.347222,0.589256
1.275,1.5,0.2,3.76991,2.38462,1.54422
1.275,1.5,0.2,4.08407,1.28571,1.13389
1.275,1.5,0.2,4.71239,1.42857,1.19523
1.275,1.5,0.2,5.02655,2.25,1.5
1.275,1.5,0.2,5.65487,0.263158,0.512989
1.275,1.5,0.4,0.314159,0.0505051,0.224733
1.275,1.5,0.4,2.51327,0.132075,0.363422
1.275,1.5,0.4,2.82743,0.705882,0.840168
1.275,1.5,0.4,3.14159,0.189873,0.435745
1.275,1.5,0.4,3.45575,0.729167,0.853913
1.275,1.5,0.4,3.76991,0.791411,0.889613
1.275,1.5,0.4,4.08407,0.357143,0.597614
1.275,1.5,0.4,5.34071,0.736842,0.858395
1.275,1.5,0.6,0.314159,0.056338,0.237356
1.275,1.5,0.6,2.19911,0.240664,0.490575
1.275,1.5,0.6,2.51327,0.259259,0.509175
1.275,1.5,0.6,2.82743,0.0743982,0.27276
1.275,1.5,0.6,3.14159,0.215139,0.463831
1.275,1.5,0.6,3.45575,0.16242,0.403014
1.275,1.5,0.6,3.76991,0.384342,0.619953
1.275,1.5,0.6,4.08407,0.531792,0.729241
1.275,1.5,0.8,0.314159,0.0410095,0.202508
1.275,1.5,0.8,0.628319,0.0220083,0.148352
1.275,1.5,0.8,0.942478,0.0273973,0.165521
1.275,1.5,0.8,1.5708,0.031746,0.178174
1.275,1.5,0.8,1.88496,0.0495553,0.22261
1.275,1.5,0.8,2.19911,0.0723473,0.268974
1.275,1.5,0.8,2.51327,0.0539084,0.232182
1.275,1.5,0.8,2.82743,0.149801,0.387041
1.275,1.5,0.8,3.45575,0.134969,0.367382
1.275,1.5,0.8,3.76991,0.0648715,0.254699
1.275,1.5,0.8,4.08407,0.0841584,0.290101
1.275,1.5,0.8,5.34071,0.0169252,0.130097
1.275,2,-0.6,0.628319,22,4.69042
1.275,2,-0.6,0.942478,7,2.64575
1.275,2,-0.6,1.5708,102.5,10.1242
1.275,2,-0.6,1.88496,45,6.7082
1.275,2,-0.6,2.82743,6,2.44949
1.275,2,-0.6,3.76991,7,2.64575
1.275,2,-0.6,4.71239,56,7.48331
1.275,2,-0.6,5.96903,3.875,1.9685
1.275,2,-0.4,1.5708,223.333,14.9443
1.275,2,-0.4,1.88496,114.4,10.6958
1.275,2,-0.4,2.19911,62.5,7.90569
1.275,2,-0.4,2.51327,9.71429,3.11677
1.275,2,-0.4,2.82743,29.6,5.44059
1.275,2,-0.4,3.14159,2.6,1.61245
1.275,2,-0.4,3.45575,2.35821,1.53565
1.275,2,-0.4,4.08407,5.25,2.29129
1.275,2,-0.4,4.39823,138,11.7473
1.275,2,-0.4,4.71239,25,5
1.275,2,-0.4,5.02655,83,9.11043
1.275,2,-0.4,5.34071,56,7.48331
1.275,2,-0.2,0.942478,3.9,1.97484
1.275,2,-0.2,1.25664,4.17391,2.04302
1.275,2,-0.2,1.5708,51.6364,7.18584
1.275,2,-0.2,1.88496,2.48438,1.57619
1.275,2,-0.2,2.19911,8.59259,2.93131
1.275,2,-0.2,2.82743,27.25,5.22015
1.275,2,-0.2,3.14159,20.7619,4.55652
1.275,2,-0.2,3.45575,3.42105,1.84961
1.275,2,-0.2,3.76991,2.47222,1.57233
1.275,2,-0.2,4.08407,0.693548,0.832796
1.275,2,-0.2,4.39823,18.9091,4.34846
1.275,2,-0.2,4.71239,52.6923,7.25895
1.275,2,-0.2,5.02655,6.75824,2.59966
1.275,2,-0.2,5.34071,6.41379,2.53255
1.275,2,-0.2,5.65487,23.6667,4.86484
1.275,2,0,0.942478,2.40559,1.551
1.275,2,0,1.25664,38.1333,6.17522
1.275,2,0,1.5708,10.2,3.19374
1.275,2,0,1.88496,3.59559,1.8962
1.275,2,0,2.19911,1.31818,1.14812
1.275,2,0,2.51327,5.51613,2.34864
1.275,2,0,2.82743,8.13158,2.85159
1.275,2,0,3.14159,0.98,0.989949
1.275,2,0,3.45575,18.4483,4.29515
1.275,2,0,3.76991,2.64286,1.62569
1.275,2,0,4.39823,12.9333,3.59629
1.275,2,0,4.71239,65.9091,8.11844
1.275,2,0,5.02655,38.8095,6.22973
1.275,2,0,5.34071,7.95,2.81957
1.275,2,0,5.65487,8.4,2.89828
1.275,2,0,5.96903,1,1
1.275,2,0.2,0.942478,8.18182,2.86039
1.275,2,0.2,1.25664,10,3.16228
1.275,2,0.2,1.5708,13.0109,3.60706
1.275,2,0.2,1.88496,3.20513,1.79029
1.275,2,0.2,2.19911,1.45,1.20416
1.275,2,0.2,2.51327,10.2447,3.20073
1.275,2,0.2,2.82743,1.72,1.31149
1.275,2,0.2,3.14159,2.79904,1.67303
1.275,2,0.2,3.45575,4.60952,2.14698
1.275,2,0.2,3.76991,3.0566,1.74831
1.275,2,0.2,4.08407,3.16129,1.778
1.275,2,0.2,4.39823,0.28169,0.530745
1.275,2,0.2,4.71239,4.89908,2.21339
1.275,2,0.2,5.02655,4.87742,2.20849
1.275,2,0.2,5.34071,0.932432,0.965625
1.275,2,0.2,5.96903,1.21978,1.10444
1.275,2,0.4,0.628319,0.0258824,0.16088
1.275,2,0.4,0.942478,0.216117,0.464884
1.275,2,0.4,1.25664,0.479608,0.692538
1.275,2,0.4,1.5708,3.24862,1.80239
1.275,2,0.4,2.19911,0.527831,0.72652
1.275,2,0.4,2.51327,1.78723,1.33687
1.275,2,0.4,2.82743,4.99522,2.235
1.275,2,0.4,3.14159,4.32911,2.08065
1.275,2,0.4,3.45575,2.76585,1.66309
1.275,2,0.4,3.76991,5.87838,2.42454
1.275,2,0.4,4.08407,5.83333,2.41523
1.275,2,0.4,4.39823,0.241071,0.49099
1.275,2,0.4,4.71239,0.480519,0.693195
1.275,2,0.4,5.02655,0.560185,0.748455
1.275,2,0.4,5.34071,2.09023,1.44576
1.275,2,0.4,5.65487,0.978261,0.989071
1.275,2,0.6,0.314159,0.171992,0.41472
1.275,2,0.6,0.628319,0.05807,0.240977
1.275,2,0.6,0.942478,0.0237203,0.154014
1.275,2,0.6,1.25664,0.188361,0.434006
1.275,2,0.6,1.5708,0.105381,0.324625
1.275,2,0.6,1.88496,0.111111,0.333333
1.275,2,0.6,2.19911,1.15809,1.07615
1.275,2,0.6,2.51327,3.04541,1.74511
1.275,2,0.6,2.82743,1.91411,1.38351
1.275,2,0.6,3.14159,2.18182,1.4771
1.275,2,0.6,3.45575,2.60176,1.613
1.275,2,0.6,3.76991,1.77858,1.33364
1.275,2,0.6,4.08407,2.00483,1.41592
1.275,2,0.6,4.39823,1.07356,1.03613
1.275,2,0.6,4.71239,0.078022,0.279324
1.275,2,0.6,5.02655,0.0567595,0.238243
1.275,2,0.6,5.34071,0.22303,0.472261
1.275,2,0.8,0.314159,0.532446,0.729689
1.275,2,0.8,0.628319,0.368632,0.607151
1.275,2,0.8,0.942478,0.197689,0.444623
1.275,2,0.8,1.25664,0.313972,0.560332
1.275,2,0.8,1.5708,0.544704,0.738041
1.275,2,0.8,1.88496,0.250683,0.500682
1.275,2,0.8,2.19911,0.772409,0.878868
1.275,2,0.8,2.51327,2.67223,1.6347
1.275,2,0.8,2.82743,1.27025,1.12706
1.275,2,0.8,3.14159,0.868502,0.931934
1.275,2,0.8,3.45575,1.30951,1.14434
1.275,2,0.8,3.76991,1.82108,1.34947
1.275,2,0.8,4.08407,0.446229,0.668004
1.275,2,0.8,4.39823,0.969305,0.984533
1.275,2,0.8,4.71239,0.909605,0.953732
1.275,2,0.8,5.02655,0.222698,0.471909
1.275,2,0.8,5.34071,0.160089,0.400111
1.275,2,0.8,5.65487,0.291343,0.539762
1.275,2,0.8,5.96903,0.307729,0.554734
1.275,2.5,-0.4,0.314159,4,2
1.275,2.5,-0.4,1.88496,185,13.6015
1.275,2.5,-0.4,2.82743,46,6.78233
1.275,2.5,-0.4,3.14159,180,13.4164
1.275,2.5,-0.4,4.71239,340,18.4391
1.275,2.5,-0.4,5.02655,78,8.83176
1.275,2.5,-0.2,1.25664,0.353659,0.594692
1.275,2.5,-0.2,1.88496,69.75,8.35165
1.275,2.5,-0.2,2.19911,19.25,4.38748
1.275,2.5,-0.2,2.82743,43,6.55744
1.275,2.5,-0.2,3.45575,168,12.9615
1.275,2.5,-0.2,4.71239,65,8.06226
1.275,2.5,-0.2,5.02655,170,13.0384
1.275,2.5,-0.2,5.34071,27,5.19615
1.275,2.5,0,0.628319,1.27273,1.12815
1.275,2.5,0,0.942478,52,7.2111
1.275,2.5,0,1.25664,11.25,3.3541
1.275,2.5,0,1.5708,68.25,8.26136
1.275,2.5,0,1.88496,45,6.7082
1.275,2.5,0,2.19911,94,9.69536
1.275,2.5,0,2.51327,29,5.38516
1.275,2.5,0,2.82743,74.4,8.62554
1.275,2.5,0,3.14159,2.61111,1.61589
1.275,2.5,0,3.76991,81,9
1.275,2.5,0,4.08407,4.93333,2.22111
1.275,2.5,0,4.39823,12.2,3.49285
1.275,2.5,0,5.02655,58.5,7.64853
1.275,2.5,0,5.34071,14.6,3.82099
1.275,2.5,0.2,0.628319,0.818182,0.904534
1.275,2.5,0.2,0.942478,8.25,2.87228
1.275,2.5,0.2,1.25664,20.3846,4.51493
1.275,2.5,0.2,1.5708,6.84211,2.61574
1.275,2.5,0.2,1.88496,3.05556,1.74801
1.275,2.5,0.2,2.51327,1.15493,1.07468
1.275,2.5,0.2,2.82743,90,9.48683
1.275,2.5,0.2,3.14159,3.2809,1.81133
1.275,2.5,0.2,3.45575,14.4,3.79473
1.275,2.5,0.2,3.76991,30,5.47723
1.275,2.5,0.2,4.08407,5.71429,2.39046
1.275,2.5,0.2,4.39823,11.6667,3.41565
1.275,2.5,0.2,4.71239,1.33333,1.1547
1.275,2.5,0.2,5.02655,5.07692,2.2532
1.275,2.5,0.2,5.34071,2.05797,1.43456
1.275,2.5,0.2,5.65487,3.75,1.93649
1.275,2.5,0.4,1.25664,0.453901,0.673722
1.275,2.5,0.4,1.5708,7.06977,2.6589
1.275,2.5,0.4,1.88496,2.21053,1.48678
1.275,2.5,0.4,2.19911,10.2632,3.20362
1.275,2.5,0.4,2.51327,9.16667,3.02765
1.275,2.5,0.4,2.82743,6.19672,2.48932
1.275,2.5,0.4,3.14159,4.10667,2.02649
1.275,2.5,0.4,3.45575,5.11927,2.26258
1.275,2.5,0.4,3.76991,12.0833,3.47611
1.275,2.5,0.4,4.08407,4.85714,2.20389
1.275,2.5,0.4,4.39823,0.234043,0.483779
1.275,2.5,0.4,4.71239,0.746667,0.864099
1.275,2.5,0.4,5.34071,7.42857,2.72554
1.275,2.5,0.6,0.314159,0.188841,0.434559
1.275,2.5,0.6,0.628319,0.788321,0.887875
1.275,2.5,0.6,0.942478,0.407186,0.638111
1.275,2.5,0.6,1.25664,0.145062,0.38087
1.275,2.5,0.6,1.5708,0.504808,0.710498
1.275,2.5,0.6,1.88496,0.222222,0.471405
1.275,2.5,0.6,2.19911,1.35878,1.16567
1.275,2.5,0.6,2.51327,2.36686,1.53846
1.275,2.5,0.6,2.82743,1.41844,1.19098
1.275,2.5,0.6,3.14159,2.52988,1.59056
1.275,2.5,0.6,3.45575,2.27304,1.50766
1.275,2.5,0.6,3.76991,4.06926,2.01724
1.275,2.5,0.6,4.08407,0.828685,0.910322
1.275,2.5,0.6,4.39823,2.57944,1.60606
1.275,2.5,0.6,4.71239,0.667925,0.817266
1.275,2.5,0.6,5.02655,1.61644,1.27139
1.275,2.5,0.6,5.34071,0.296296,0.544331
1.275,2.5,0.6,5.65487,0.32967,0.574169
1.275,2.5,0.6,5.96903,0.493671,0.702617
1.275,2.5,0.8,0.314159,1.14094,1.06815
1.275,2.5,0.8,0.628319,0.456432,0.675597
1.275,2.5,0.8,1.25664,0.304878,0.552158
1.275,2.5,0.8,1.5708,0.342857,0.58554
1.275,2.5,0.8,1.88496,0.395425,0.628828
1.275,2.5,0.8,2.19911,1.58108,1.25741
1.275,2.5,0.8,2.51327,1.04437,1.02194
1.275,2.5,0.8,2.82743,1.81075,1.34564
1.275,2.5,0.8,3.14159,0.928571,0.963624
1.275,2.5,0.8,3.45575,2.14013,1.46292
1.275,2.5,0.8,3.76991,2.15768,1.4689
1.275,2.5,0.8,4.08407,2.15714,1.46872
1.275,2.5,0.8,4.39823,0.773006,0.879208
1.275,2.5,0.8,4.71239,0.180698,0.425086
1.275,2.5,0.8,5.02655,0.0895197,0.299198
1.275,2.5,0.8,5.34071,0.554455,0.744618
1.275,2.5,0.8,5.65487,0.0909091,0.301511
1.275,2.5,0.8,5.96903,0.429109,0.655064
1.275,3,0,1.88496,28,5.2915
1.275,3,0,2.51327,25,5
1.275,3,0.2,1.25664,31,5.56776
1.275,3,0.2,1.5708,9.66667,3.10913
1.275,3,0.2,1.88496,48,6.9282
1.275,3,0.2,2.82743,37.5,6.12372
1.275,3,0.2,3.14159,36.6667,6.0553
1.275,3,0.2,3.45575,14,3.74166
1.275,3,0.2,3.76991,2.3,1.51658
1.275,3,0.2,4.08407,0.611111,0.781736
1.275,3,0.2,4.39823,140,11.8322
1.275,3,0.2,4.71239,18,4.24264
1.275,3,0.4,0.942478,8.5,2.91548
1.275,3,0.4,1.5708,8.4,2.89828
1.275,3,0.4,1.88496,28.6667,5.35413
1.275,3,0.4,2.19911,28.6667,5.35413
1.275,3,0.4,2.51327,0.361842,0.601533
1.275,3,0.4,2.82743,18.375,4.28661
1.275,3,0.4,3.14159,9.85714,3.13961
1.275,3,0.4,3.45575,5.7,2.38747
1.275,3,0.4,4.08407,3.76923,1.94145
1.275,3,0.4,4.39823,0.833333,0.912871
1.275,3,0.4,4.71239,4.58824,2.14202
