Measurement E8M1
Title: E89-038 CLAS experiment
Spokespersons: V. Burkert, R. Minehart
Year: 1999
Q^2 range: 0.25 - 0.35
W range: 1.1 - 1.12
Epsilon is not available
Data:
Beam energy	theta_pi	phi_pi	dsigma/dOmega	Data errors
GeV	deg	deg	mcbn/sterad	mcbn/sterad
1.515	112.5	225	4.913	0.6509
1.515	112.5	255	5.491	0.4191
1.515	112.5	285	5.291	0.596
1.515	112.5	315	4.211	1.182
1.515	127.5	15	2.121	1.142
1.515	127.5	45	3.896	0.71
1.515	127.5	75	7.323	2.731
1.515	127.5	105	8.217	1.016
1.515	127.5	135	3.01	0.6023
1.515	127.5	165	5.961	2.058
1.515	127.5	225	6.031	1.127
1.515	127.5	255	7.009	0.688
1.515	127.5	285	7.241	1.493
1.515	127.5	315	4.377	0.8467
1.515	142.5	45	5.564	1.553
1.515	142.5	255	8.42	2.726
1.515	142.5	315	5.277	1.794
Measurement E8M27
Title: E89-038 CLAS experiment
Spokespersons: V. Burkert, R. Minehart
Year: 1999
Q^2 range: 0.35 - 0.45
W range: 1.14 - 1.16
Epsilon is not available
Data:
Beam energy	theta_pi	phi_pi	dsigma/dOmega	Data errors
GeV	deg	deg	mcbn/sterad	mcbn/sterad
1.515	7.5	15	4.982	1.097
1.515	7.5	45	3.726	0.7803
1.515	7.5	75	4.302	1.002
1.515	7.5	105	3.926	0.7563
1.515	7.5	135	4.431	0.8461
1.515	7.5	165	5.121	0.882
1.515	7.5	195	5.393	0.9274
1.515	7.5	225	4.304	0.7252
1.515	7.5	255	6.356	1.397
1.515	7.5	285	4.922	1.122
1.515	7.5	315	5.005	1.276
1.515	7.5	345	5.688	1.373
1.515	22.5	15	3.172	0.4717
1.515	22.5	45	4.57	0.8525
1.515	22.5	75	5.666	0.6709
1.515	22.5	105	5.735	0.6433
1.515	22.5	135	5.87	0.5594
1.515	22.5	165	5.914	0.575
1.515	22.5	195	5.206	0.4795
1.515	22.5	225	7.238	0.6396
1.515	22.5	255	5.447	0.6404
1.515	22.5	285	4.111	0.6261
1.515	22.5	315	3.119	0.5184
1.515	22.5	345	2.999	0.4438
1.515	37.5	15	2.91	0.5333
1.515	37.5	45	4.534	1.061
1.515	37.5	75	3.686	0.6286
1.515	37.5	105	8.064	0.8256
1.515	37.5	135	6.881	0.5534
1.515	37.5	165	6.319	0.4583
1.515	37.5	195	6.482	0.4796
1.515	37.5	225	6.886	0.5726
1.515	37.5	255	6.832	0.6953
1.515	37.5	285	5.802	1.069
1.515	37.5	315	4.442	1.066
1.515	37.5	345	1.949	0.3497
1.515	52.5	45	2.53	0.4022
1.515	52.5	75	6.783	0.6949
1.515	52.5	105	6.839	0.7742
1.515	52.5	135	7.844	0.6969
1.515	52.5	165	6.812	0.4862
1.515	52.5	195	6.941	0.485
1.515	52.5	225	9.125	0.7332
1.515	52.5	255	6.156	0.7064
1.515	52.5	285	5.97	0.668
1.515	52.5	315	3.688	0.6557
1.515	67.5	45	4.434	0.3746
1.515	67.5	75	7.397	0.442
1.515	67.5	105	8.003	0.6619
1.515	67.5	135	8.415	0.8511
1.515	67.5	165	6.269	0.4109
1.515	67.5	195	7.235	0.4555
1.515	67.5	225	7.386	0.7637
1.515	67.5	255	9.024	0.7221
1.515	67.5	285	6.782	0.4373
1.515	67.5	315	4.551	0.3427
1.515	82.5	45	5.006	0.5733
1.515	82.5	75	7.833	0.4486
1.515	82.5	105	9.332	0.5969
1.515	82.5	135	7.504	0.6305
1.515	82.5	165	6.103	0.3652
1.515	82.5	195	6.546	0.3839
1.515	82.5	225	8.44	0.7366
1.515	82.5	255	8.761	0.5088
1.515	82.5	285	7.876	0.4445
1.515	82.5	315	5.495	0.5363
1.515	97.5	45	4.904	0.6622
1.515	97.5	75	7.824	0.5102
1.515	97.5	105	9.052	0.4933
1.515	97.5	135	6.953	0.6113
1.515	97.5	165	5.462	0.401
1.515	97.5	195	5.301	0.4077
1.515	97.5	225	7.43	0.8306
1.515	97.5	255	9.677	0.5002
1.515	97.5	285	8.002	0.5082
1.515	97.5	315	4.907	0.7678
1.515	112.5	15	3.992	1.547
1.515	112.5	45	5.536	0.5272
1.515	112.5	75	8.132	0.778
1.515	112.5	105	8.976	0.5025
1.515	112.5	135	7.651	1.158
1.515	112.5	165	5.077	0.5209
1.515	112.5	195	4.726	0.4289
1.515	112.5	225	6.281	0.6364
1.515	112.5	255	8.391	0.4627
1.515	112.5	285	6.985	0.6139
1.515	112.5	315	5.058	0.5539
1.515	112.5	345	3.246	0.7515
1.515	127.5	15	5.552	2.568
1.515	127.5	45	6.501	0.6184
1.515	127.5	75	7.424	0.9858
1.515	127.5	105	8.562	0.7505
1.515	127.5	135	6.058	0.8881
1.515	127.5	165	6.031	2.451
1.515	127.5	225	9.097	2.148
1.515	127.5	255	8.702	0.6787
1.515	127.5	285	7.415	0.8389
1.515	127.5	315	6.181	0.6476
1.515	127.5	345	2.985	0.8731
1.515	142.5	15	5.098	1.556
1.515	142.5	45	5.883	0.8353
1.515	142.5	75	7.33	1.249
1.515	142.5	105	8.656	1.894
1.515	142.5	285	8.349	1.411
1.515	142.5	315	8.128	1.794
1.515	142.5	345	6.057	2.742
Measurement E8M28
Title: E89-038 CLAS experiment
Spokespersons: V. Burkert, R. Minehart
Year: 1999
Q^2 range: 0.35 - 0.45
W range: 1.16 - 1.18
Epsilon is not available
Data:
Beam energy	theta_pi	phi_pi	dsigma/dOmega	Data errors
GeV	deg	deg	mcbn/sterad	mcbn/sterad
1.515	7.5	15	3.989	0.9534
1.515	7.5	45	4.1	0.7673
1.515	7.5	75	4.727	0.8934
1.515	7.5	105	6.07	1.05
1.515	7.5	135	5.558	0.8911
1.515	7.5	165	6.911	1.099
1.515	7.5	195	7.521	1.189
1.515	7.5	225	6.096	0.9642
1.515	7.5	255	5.996	1.027
1.515	7.5	285	6.469	1.211
1.515	7.5	315	2.952	0.6055
1.515	7.5	345	5.912	1.548
1.515	22.5	15	2.682	0.4537
1.515	22.5	45	4.492	0.653
1.515	22.5	75	5.974	0.674
1.515	22.5	105	7.126	0.6281
1.515	22.5	135	8.479	0.6437
1.515	22.5	165	7.85	0.6115
1.515	22.5	195	7.039	0.5517
1.515	22.5	225	7.19	0.5762
1.515	22.5	255	6.523	0.6262
1.515	22.5	285	5.324	0.6595
1.515	22.5	315	3.979	0.5729
1.515	22.5	345	2.609	0.5283
1.515	37.5	45	4.405	1.283
1.515	37.5	75	6.729	0.8807
1.515	37.5	105	6.76	0.6576
1.515	37.5	135	7.869	0.5549
1.515	37.5	165	8.352	0.5183
1.515	37.5	195	8.969	0.5353
1.515	37.5	225	7.994	0.5523
1.515	37.5	255	8.848	0.8185
1.515	37.5	285	6.38	0.9238
1.515	37.5	315	5.985	3.082
1.515	52.5	45	4.342	0.4685
1.515	52.5	75	7.683	0.5592
1.515	52.5	105	10.45	0.9187
1.515	52.5	135	10.24	0.7102
1.515	52.5	165	8.392	0.4859
1.515	52.5	195	8.503	0.5079
1.515	52.5	225	10.34	0.6886
1.515	52.5	255	11.75	0.9508
1.515	52.5	285	9.336	0.6832
1.515	52.5	315	4.64	0.4855
1.515	67.5	45	6.547	0.4218
1.515	67.5	75	9.883	0.465
1.515	67.5	105	11.6	0.7038
1.515	67.5	135	8.528	0.766
1.515	67.5	165	7.887	0.4863
1.515	67.5	195	7.9	0.4823
1.515	67.5	225	9.651	0.7942
1.515	67.5	255	12.1	0.7364
1.515	67.5	285	10.44	0.5057
1.515	67.5	315	6.003	0.3603
1.515	82.5	45	7.905	0.791
1.515	82.5	75	10.79	0.4903
1.515	82.5	105	13.86	0.6674
1.515	82.5	135	11.88	0.7969
1.515	82.5	165	7.733	0.393
1.515	82.5	195	7.404	0.3732
1.515	82.5	225	10.51	0.769
1.515	82.5	255	12.87	0.5891
1.515	82.5	285	12.07	0.5319
1.515	82.5	315	7.228	0.6112
1.515	97.5	15	2.635	0.3254
1.515	97.5	45	6.968	0.6162
1.515	97.5	75	11.73	0.6276
1.515	97.5	105	13.12	0.5684
1.515	97.5	135	10.56	0.6619
1.515	97.5	165	7.072	0.4595
1.515	97.5	195	7.167	0.459
1.515	97.5	225	10.24	0.6904
1.515	97.5	255	11.67	0.5023
1.515	97.5	285	13.54	0.6775
1.515	97.5	315	6.472	0.5648
1.515	112.5	15	5.515	1
1.515	112.5	45	7.76	0.5745
1.515	112.5	75	12.26	0.9137
1.515	112.5	105	12.82	0.5637
1.515	112.5	135	9.366	0.7202
1.515	112.5	165	6.48	0.5628
1.515	112.5	195	6.682	0.5385
1.515	112.5	225	9.304	0.6732
1.515	112.5	255	12.15	0.5393
1.515	112.5	285	12.16	0.8536
1.515	112.5	315	7.307	0.4913
1.515	112.5	345	4.8	0.7198
1.515	127.5	15	5.526	0.687
1.515	127.5	45	8.663	0.5835
1.515	127.5	75	8.412	0.7283
1.515	127.5	105	11.4	0.6952
1.515	127.5	135	8.372	0.9106
1.515	127.5	225	8.815	0.7362
1.515	127.5	255	11.15	0.6507
1.515	127.5	285	9.592	0.7918
1.515	127.5	315	8.557	0.6226
1.515	127.5	345	4.909	0.7054
1.515	142.5	15	10.33	2.542
1.515	142.5	45	9.673	1.005
1.515	142.5	75	11.87	1.203
1.515	142.5	105	11.16	4.246
1.515	142.5	255	8.316	1.683
1.515	142.5	285	14.38	1.462
1.515	142.5	315	10.71	1.238
1.515	142.5	345	11.32	4.428
1.515	157.5	15	7.424	2.196
1.515	157.5	345	9.21	2.84
Measurement E8M29
Title: E89-038 CLAS experiment
Spokespersons: V. Burkert, R. Minehart
Year: 1999
Q^2 range: 0.35 - 0.45
W range: 1.18 - 1.2
Epsilon is not available
Data:
Beam energy	theta_pi	phi_pi	dsigma/dOmega	Data errors
GeV	deg	deg	mcbn/sterad	mcbn/sterad
1.515	7.5	15	5.357	1.198
1.515	7.5	45	16.18	4.293
1.515	7.5	75	6.744	1.102
1.515	7.5	105	9.553	1.4
1.515	7.5	135	9.776	1.307
1.515	7.5	165	8.704	1.122
1.515	7.5	195	7.071	1.139
1.515	7.5	225	6.613	0.9243
1.515	7.5	255	10.18	1.532
1.515	7.5	285	7.675	1.237
1.515	7.5	315	7.764	1.238
1.515	7.5	345	7.815	1.506
1.515	22.5	15	7.508	2.931
1.515	22.5	45	4.197	0.711
1.515	22.5	75	7.744	0.791
1.515	22.5	105	9.51	0.77
1.515	22.5	135	9.136	0.6183
1.515	22.5	165	8.078	0.5658
1.515	22.5	195	10.09	0.6344
1.515	22.5	225	10.92	0.7089
1.515	22.5	255	9.998	0.8136
1.515	22.5	285	7.256	0.7694
1.515	22.5	315	4.385	1.019
1.515	22.5	345	8.199	3.383
1.515	37.5	15	3.667	0.8272
1.515	37.5	75	10.4	1.129
1.515	37.5	105	10.61	0.9142
1.515	37.5	135	11.7	0.6814
1.515	37.5	165	10.23	0.553
1.515	37.5	195	10.7	0.5898
1.515	37.5	225	11.11	0.6584
1.515	37.5	255	9.371	0.8617
1.515	37.5	285	10.31	1.084
1.515	37.5	345	3.694	1.122
1.515	52.5	45	5.189	0.7179
1.515	52.5	75	12.82	0.699
1.515	52.5	105	13.23	0.9944
1.515	52.5	135	12.82	0.7871
1.515	52.5	165	11.36	0.549
1.515	52.5	195	10.34	0.5119
1.515	52.5	225	12.28	0.7385
1.515	52.5	255	12.56	0.8888
1.515	52.5	285	12.4	0.6675
1.515	52.5	315	5.929	1.835
1.515	67.5	45	8.798	0.5996
1.515	67.5	75	14.23	0.5703
1.515	67.5	105	17.55	0.8505
1.515	67.5	135	15.03	0.9953
1.515	67.5	165	10.77	0.5713
1.515	67.5	195	10.94	0.5692
1.515	67.5	225	14.09	0.9861
1.515	67.5	255	16.72	0.7838
1.515	67.5	285	15.39	0.6221
1.515	67.5	315	9.958	0.8728
1.515	82.5	45	10.33	0.8109
1.515	82.5	75	16.07	0.6153
1.515	82.5	105	18.5	0.7296
1.515	82.5	135	15.2	0.9311
1.515	82.5	165	10.23	0.4434
1.515	82.5	195	10.27	0.4465
1.515	82.5	225	14.19	0.8537
1.515	82.5	255	18.59	0.7057
1.515	82.5	285	16.36	0.5986
1.515	82.5	315	10.63	0.8691
1.515	97.5	15	7.556	1.194
1.515	97.5	45	12.34	0.7691
1.515	97.5	75	16.17	0.7784
1.515	97.5	105	18.78	0.6743
1.515	97.5	135	14.08	0.7621
1.515	97.5	165	8.635	0.5033
1.515	97.5	195	9.245	0.5229
1.515	97.5	225	13.42	0.7798
1.515	97.5	255	18.05	0.6402
1.515	97.5	285	15	0.6628
1.515	97.5	315	11.52	0.7193
1.515	97.5	345	6.652	1.013
1.515	112.5	15	7.633	0.785
1.515	112.5	45	11.44	0.5779
1.515	112.5	75	16.94	1.004
1.515	112.5	105	16.25	0.6175
1.515	112.5	135	12.35	0.7771
1.515	112.5	165	8.107	0.6258
1.515	112.5	195	9.018	0.6901
1.515	112.5	225	11.35	0.721
1.515	112.5	255	16.72	0.6162
1.515	112.5	285	15.57	0.9131
1.515	112.5	315	12.26	0.6406
1.515	112.5	345	6.799	0.7798
1.515	127.5	15	7.927	0.7565
1.515	127.5	45	10.9	0.5804
1.515	127.5	75	13.36	0.8265
1.515	127.5	105	14.81	0.7851
1.515	127.5	135	12.59	0.9342
1.515	127.5	225	11.53	0.8156
1.515	127.5	255	13.9	0.7055
1.515	127.5	285	12.38	0.8068
1.515	127.5	315	12.03	0.7085
1.515	127.5	345	7.789	0.7518
1.515	142.5	15	9.026	1.055
1.515	142.5	45	10.92	1.014
1.515	142.5	75	13.07	0.9501
1.515	142.5	255	10.57	1.917
1.515	142.5	285	15.93	1.194
1.515	142.5	315	13.37	1.093
1.515	142.5	345	7.115	0.8859
1.515	157.5	15	8.625	1.282
1.515	157.5	45	10.62	3.408
1.515	157.5	315	12.64	3.045
1.515	157.5	345	14.09	5.174
Measurement E8M30
Title: E89-038 CLAS experiment
Spokespersons: V. Burkert, R. Minehart
Year: 1999
Q^2 range: 0.35 - 0.45
W range: 1.2 - 1.22
Epsilon is not available
Data:
Beam energy	theta_pi	phi_pi	dsigma/dOmega	Data errors
GeV	deg	deg	mcbn/sterad	mcbn/sterad
1.515	7.5	45	8.112	2.194
1.515	7.5	75	9.983	1.47
1.515	7.5	105	17.04	1.875
1.515	7.5	135	12.79	1.729
1.515	7.5	165	12.29	1.537
1.515	7.5	195	12.04	1.474
1.515	7.5	225	9.823	1.151
1.515	7.5	255	11.94	1.482
1.515	7.5	285	11.19	1.553
1.515	7.5	315	13.8	3.441
1.515	7.5	345	7.401	3.63
1.515	22.5	15	8.001	1.842
1.515	22.5	45	8.876	4.106
1.515	22.5	75	8.893	0.9305
1.515	22.5	105	13.33	0.9609
1.515	22.5	135	13.19	0.797
1.515	22.5	165	12.77	0.747
1.515	22.5	195	12.55	0.7305
1.515	22.5	225	11.76	0.7323
1.515	22.5	255	11.58	0.8909
1.515	22.5	285	8.749	1.069
1.515	22.5	345	8.648	2.078
1.515	37.5	15	6.386	1.114
1.515	37.5	75	12.77	1.434
1.515	37.5	105	14.76	1.093
1.515	37.5	135	14.66	0.7559
1.515	37.5	165	12.93	0.6294
1.515	37.5	195	13.3	0.6492
1.515	37.5	225	13.56	0.7179
1.515	37.5	255	14.19	1.13
1.515	37.5	285	10.94	1.085
1.515	37.5	345	5.737	0.8678
1.515	52.5	45	14.01	3.916
1.515	52.5	75	15.11	0.7138
1.515	52.5	105	16.65	0.9722
1.515	52.5	135	16.5	0.924
1.515	52.5	165	11.82	0.5292
1.515	52.5	195	13.88	0.5923
1.515	52.5	225	15.48	0.8397
1.515	52.5	255	16.52	1.022
1.515	52.5	285	15.81	0.6954
1.515	52.5	315	13.78	3.902
1.515	67.5	45	14.78	2.413
1.515	67.5	75	19.45	0.6763
1.515	67.5	105	19.72	0.8544
1.515	67.5	135	15.71	0.9157
1.515	67.5	165	12.24	0.6043
1.515	67.5	195	12.97	0.6348
1.515	67.5	225	17.72	1.068
1.515	67.5	255	21.35	0.9044
1.515	67.5	285	18.72	0.6564
1.515	67.5	315	12.21	1.285
1.515	82.5	45	12.69	0.994
1.515	82.5	75	19.48	0.6784
1.515	82.5	105	22.34	0.8087
1.515	82.5	135	18.81	1.032
1.515	82.5	165	10.88	0.4665
1.515	82.5	195	11.66	0.4724
1.515	82.5	225	18.43	1.031
1.515	82.5	255	21.94	0.7364
1.515	82.5	285	19.24	0.661
1.515	82.5	315	11.96	0.9437
1.515	97.5	15	6.986	0.7731
1.515	97.5	45	14.81	0.751
1.515	97.5	75	20.89	0.9291
1.515	97.5	105	21.27	0.7287
1.515	97.5	135	17.62	0.8806
1.515	97.5	165	11.09	0.5623
1.515	97.5	195	11.6	0.581
1.515	97.5	225	16.24	0.8217
1.515	97.5	255	21.61	0.701
1.515	97.5	285	21.01	0.8838
1.515	97.5	315	14.54	0.7362
1.515	97.5	345	9.513	1.253
1.515	112.5	15	8.556	0.6593
1.515	112.5	45	13.54	0.5946
1.515	112.5	75	18.57	1.001
1.515	112.5	105	18.34	0.6403
1.515	112.5	135	15.49	0.9
1.515	112.5	165	9.545	0.633
1.515	112.5	195	9.129	0.5903
1.515	112.5	225	12.85	0.7188
1.515	112.5	255	19.24	0.6487
1.515	112.5	285	19.65	1.032
1.515	112.5	315	14.34	0.6586
1.515	112.5	345	8.518	0.8025
1.515	127.5	15	9.591	0.755
1.515	127.5	45	12.94	0.6316
1.515	127.5	75	14.54	0.7746
1.515	127.5	105	16.95	0.8867
1.515	127.5	135	11.1	0.7501
1.515	127.5	165	8.711	1.449
1.515	127.5	225	13.73	1.048
1.515	127.5	255	15.98	0.7766
1.515	127.5	285	15.4	0.8537
1.515	127.5	315	13.49	0.7252
1.515	127.5	345	7.889	0.671
1.515	142.5	15	9.8	0.8716
1.515	142.5	45	10.15	0.6956
1.515	142.5	75	12.6	0.7228
1.515	142.5	105	15.17	2.085
1.515	142.5	255	11.32	2.037
1.515	142.5	285	14.46	0.879
1.515	142.5	315	11.71	0.8301
1.515	142.5	345	9.766	0.9197
1.515	157.5	15	11.84	1.485
1.515	157.5	45	15.43	4.325
1.515	157.5	315	13.81	3.985
1.515	157.5	345	11.35	1.59
Measurement E8M31
Title: E89-038 CLAS experiment
Spokespersons: V. Burkert, R. Minehart
Year: 1999
Q^2 range: 0.35 - 0.45
W range: 1.22 - 1.24
Epsilon is not available
Data:
Beam energy	theta_pi	phi_pi	dsigma/dOmega	Data errors
GeV	deg	deg	mcbn/sterad	mcbn/sterad
1.515	7.5	75	14.42	5.465
1.515	7.5	105	35.19	8.358
1.515	7.5	135	10.72	1.261
1.515	7.5	165	15.85	2.395
1.515	7.5	195	11.06	1.216
1.515	7.5	225	15.9	1.625
1.515	7.5	255	12.47	1.608
1.515	7.5	285	11	4.297
1.515	22.5	15	12.66	1.11
1.515	22.5	75	17.28	5.348
1.515	22.5	105	14.96	1.058
1.515	22.5	135	16.08	0.9401
1.515	22.5	165	13.24	0.774
1.515	22.5	195	13.78	0.7708
1.515	22.5	225	13.36	0.8181
1.515	22.5	255	15.6	1.133
1.515	22.5	315	10.57	2.649
1.515	22.5	345	11.63	1.291
1.515	37.5	15	7.966	1.165
1.515	37.5	75	14.04	2.112
1.515	37.5	105	15.88	1.136
1.515	37.5	135	15.47	0.816
1.515	37.5	165	13.51	0.6233
1.515	37.5	195	12.84	0.5914
1.515	37.5	225	14.37	0.759
1.515	37.5	255	15.68	1.136
1.515	37.5	285	14.68	1.843
1.515	37.5	315	11.85	5.237
1.515	37.5	345	11.44	4.263
1.515	52.5	45	11.41	1.188
1.515	52.5	75	14.15	0.6776
1.515	52.5	105	18.32	1.005
1.515	52.5	135	15.99	0.8709
1.515	52.5	165	12.26	0.529
1.515	52.5	195	13.83	0.579
1.515	52.5	225	15.37	0.8508
1.515	52.5	255	19.81	1.139
1.515	52.5	285	15.98	0.7769
1.515	52.5	315	14.68	1.985
1.515	67.5	45	12.57	1.454
1.515	67.5	75	17.58	0.6193
1.515	67.5	105	19.11	0.7836
1.515	67.5	135	16.48	0.9477
1.515	67.5	165	11.5	0.5553
1.515	67.5	195	12.36	0.5892
1.515	67.5	225	15.83	0.9148
1.515	67.5	255	17.97	0.7518
1.515	67.5	285	18.19	0.6152
1.515	67.5	315	12.93	1.408
1.515	82.5	45	10.54	0.9647
1.515	82.5	75	18.04	0.6404
1.515	82.5	105	18.13	0.6649
1.515	82.5	135	16.21	0.9275
1.515	82.5	165	9.761	0.4343
1.515	82.5	195	11	0.4719
1.515	82.5	225	14.73	0.852
1.515	82.5	255	18.99	0.6429
1.515	82.5	285	18.31	0.6521
1.515	82.5	315	12.45	0.9935
1.515	97.5	15	7.164	1.011
1.515	97.5	45	11.59	0.606
1.515	97.5	75	16.1	0.7549
1.515	97.5	105	17.98	0.6374
1.515	97.5	135	14.43	0.7156
1.515	97.5	165	9.749	0.4888
1.515	97.5	195	8.826	0.4715
1.515	97.5	225	15.43	0.7755
1.515	97.5	255	19.16	0.6432
1.515	97.5	285	17.56	0.8055
1.515	97.5	315	12.87	0.6248
1.515	97.5	345	8.091	1.403
1.515	112.5	15	8.235	0.6421
1.515	112.5	45	12.11	0.5215
1.515	112.5	75	15.73	0.833
1.515	112.5	105	14.68	0.5411
1.515	112.5	135	12.13	0.7252
1.515	112.5	165	8.308	0.6037
1.515	112.5	195	9.45	0.6781
1.515	112.5	225	11.05	0.6131
1.515	112.5	255	16.13	0.5639
1.515	112.5	285	15.66	0.8603
1.515	112.5	315	12.25	0.5668
1.515	112.5	345	6.975	0.5595
1.515	127.5	15	8.017	0.6786
1.515	127.5	45	11.4	0.5766
1.515	127.5	75	12.9	0.6953
1.515	127.5	105	12	0.6962
1.515	127.5	135	10.76	0.8837
1.515	127.5	165	7.731	1.489
1.515	127.5	195	7.535	1.431
1.515	127.5	225	8.33	0.5504
1.515	127.5	255	12.95	0.6776
1.515	127.5	285	12.9	0.72
1.515	127.5	315	10.13	0.5873
1.515	127.5	345	7.512	0.6497
1.515	142.5	15	8.139	0.7291
1.515	142.5	45	8.692	0.6387
1.515	142.5	75	8.62	0.5453
1.515	142.5	105	9.994	1.465
1.515	142.5	255	9.914	1.408
1.515	142.5	285	9.783	0.6461
1.515	142.5	315	7.821	0.6117
1.515	142.5	345	6.346	0.5883
1.515	157.5	15	7.958	0.9816
1.515	157.5	45	10.68	2.979
1.515	157.5	315	10.5	3.043
1.515	157.5	345	7.947	1.183
Measurement E8M32
Title: E89-038 CLAS experiment
Spokespersons: V. Burkert, R. Minehart
Year: 1999
Q^2 range: 0.35 - 0.45
W range: 1.24 - 1.26
Epsilon is not available
Data:
Beam energy	theta_pi	phi_pi	dsigma/dOmega	Data errors
GeV	deg	deg	mcbn/sterad	mcbn/sterad
1.515	7.5	135	11.42	1.868
1.515	7.5	165	8.204	1.01
1.515	7.5	195	8.712	0.9659
1.515	22.5	15	12.71	0.9713
1.515	22.5	45	12.8	1.668
1.515	22.5	105	14.02	1.19
1.515	22.5	135	13.93	0.8177
1.515	22.5	165	12.96	0.7403
1.515	22.5	195	13.01	0.7447
1.515	22.5	225	13.82	0.8261
1.515	22.5	255	12.49	1.054
1.515	22.5	315	13.88	1.944
1.515	22.5	345	14.04	1.167
1.515	37.5	15	12.44	2.996
1.515	37.5	45	10.8	1.504
1.515	37.5	105	12.72	0.9844
1.515	37.5	135	12.74	0.6654
1.515	37.5	165	12.32	0.5575
1.515	37.5	195	13.35	0.6046
1.515	37.5	225	14.3	0.7263
1.515	37.5	255	14.03	1.116
1.515	37.5	315	12.09	2.701
1.515	52.5	45	11.38	1.18
1.515	52.5	75	13.94	1.93
1.515	52.5	105	14.95	0.7932
1.515	52.5	135	13.13	0.7428
1.515	52.5	165	11.21	0.4879
1.515	52.5	195	10.75	0.4707
1.515	52.5	225	14.19	0.8024
1.515	52.5	255	14.9	0.8635
1.515	52.5	285	15.09	1.324
1.515	52.5	315	13.44	1.806
1.515	67.5	45	10.59	1.96
1.515	67.5	75	13.8	0.5185
1.515	67.5	105	15.25	0.6651
1.515	67.5	135	14.44	0.8929
1.515	67.5	165	9.376	0.4677
1.515	67.5	195	10.24	0.5124
1.515	67.5	225	12.27	0.7635
1.515	67.5	255	14.56	0.6079
1.515	67.5	285	15.19	0.5378
1.515	67.5	315	10.08	1.283
1.515	82.5	45	8.724	0.757
1.515	82.5	75	14.43	0.5783
1.515	82.5	105	13.61	0.5344
1.515	82.5	135	12.86	0.769
1.515	82.5	165	8.935	0.4325
1.515	82.5	195	8.622	0.446
1.515	82.5	225	12.64	0.7766
1.515	82.5	255	14.09	0.5095
1.515	82.5	285	14	0.557
1.515	82.5	315	8.211	0.8018
1.515	97.5	15	5.237	0.6706
1.515	97.5	45	8.607	0.452
1.515	97.5	75	13.28	0.708
1.515	97.5	105	14.02	0.5428
1.515	97.5	135	10.5	0.5381
1.515	97.5	165	7.045	0.3771
1.515	97.5	195	7.156	0.3966
1.515	97.5	225	12.08	0.7112
1.515	97.5	255	13.55	0.5036
1.515	97.5	285	13.04	0.6529
1.515	97.5	315	9.072	0.4805
1.515	97.5	345	5.125	0.5426
1.515	112.5	15	5.1	0.4393
1.515	112.5	45	8.528	0.4047
1.515	112.5	75	12.16	0.7293
1.515	112.5	105	11.22	0.4643
1.515	112.5	135	9.389	0.6706
1.515	112.5	165	6.473	0.4839
1.515	112.5	195	5.87	0.4385
1.515	112.5	225	8.281	0.5299
1.515	112.5	255	11.43	0.451
1.515	112.5	285	10.84	0.6549
1.515	112.5	315	8.007	0.4244
1.515	112.5	345	5.727	0.4854
1.515	127.5	15	5.342	0.5162
1.515	127.5	45	6.732	0.4214
1.515	127.5	75	7.684	0.4927
1.515	127.5	105	9.51	0.6009
1.515	127.5	135	6.206	0.4615
1.515	127.5	165	6.087	2.304
1.515	127.5	195	4.825	0.6478
1.515	127.5	225	6.22	0.4696
1.515	127.5	255	8.234	0.5047
1.515	127.5	285	9.226	0.5454
1.515	127.5	315	7.162	0.4583
1.515	127.5	345	5.841	0.5615
1.515	142.5	15	3.534	0.3768
1.515	142.5	45	5.611	0.5054
1.515	142.5	75	6.293	0.4239
1.515	142.5	105	5.032	0.8821
1.515	142.5	255	9.286	1.829
1.515	142.5	285	6.987	0.5369
1.515	142.5	315	4.943	0.459
1.515	142.5	345	3.92	0.4071
1.515	157.5	15	5.076	0.7831
1.515	157.5	45	6.409	1.962
1.515	157.5	315	4.508	0.9989
1.515	157.5	345	4.272	0.5668
Measurement E8M33
Title: E89-038 CLAS experiment
Spokespersons: V. Burkert, R. Minehart
Year: 1999
Q^2 range: 0.35 - 0.45
W range: 1.26 - 1.28
Epsilon is not available
Data:
Beam energy	theta_pi	phi_pi	dsigma/dOmega	Data errors
GeV	deg	deg	mcbn/sterad	mcbn/sterad
1.515	7.5	15	16.25	2.319
1.515	7.5	45	15.39	2.035
1.515	7.5	315	16.33	3.167
1.515	7.5	345	14.79	1.965
1.515	22.5	15	14.77	1.093
1.515	22.5	45	15.53	1.683
1.515	22.5	105	16.81	4.164
1.515	22.5	135	12.63	0.8
1.515	22.5	165	14.36	0.8397
1.515	22.5	195	13.04	0.75
1.515	22.5	225	13.43	0.8601
1.515	22.5	255	10.22	1.431
1.515	22.5	315	15.39	1.878
1.515	22.5	345	14.33	1.192
1.515	37.5	15	9.275	2.583
1.515	37.5	45	12.15	2.089
1.515	37.5	105	12.85	1.128
1.515	37.5	135	12.62	0.6876
1.515	37.5	165	10.58	0.4875
1.515	37.5	195	12.04	0.5421
1.515	37.5	225	13.25	0.7415
1.515	37.5	255	14.22	1.17
1.515	37.5	315	12.37	3.099
1.515	37.5	345	10.63	2.227
1.515	52.5	45	12.29	1.007
1.515	52.5	75	10.02	1.003
1.515	52.5	105	14.39	0.7977
1.515	52.5	135	11.67	0.704
